tweet_id,text,created_at,user_id,like_count,retweet_count,engagement_rate,lang,export_timestamp,dataset_version
2001521987823571177,"@diasikinmase @ARSIPAJA Begini salah begitu salah, apapun yg dilakukan pemerintah akan sll salah dimata para pembenci #LanjutkanMBG Kerja Nyata pemerintah melalui BGN untuk masa depan anak bangsa yang sehat dan produktif",2025-12-18 05:16:43,1596857816698195968,0,0,0.0,in,2025-12-18T06:37:26.217616,2025-12-18_063726_manual
2001521980118650908,@AraituLaki @prabowo Urusan yg punya MBG lah.. Emang gak mau pemerintah punya generasi cerdas. Negara kaya kok gini amat ??? Gitu gemoy manthuk manthuk ae...,2025-12-18 05:16:41,151006324,0,0,0.0,in,2025-12-18T06:37:26.217616,2025-12-18_063726_manual
2001521971226702141,again and again muhammadiyah win vs pemerintah 0,2025-12-18 05:16:39,809337010628329472,0,0,0.0,in,2025-12-18T06:37:26.217616,2025-12-18_063726_manual
2001521840225947867,"ya Allah sorry kasar, bener bener capek banget sama pemerintah Indonesia ini kayak gapunya otak",2025-12-18 05:16:07,1355317998605787142,0,0,0.0,in,2025-12-18T06:37:26.217616,2025-12-18_063726_manual
2001521783510561028,"@yusuf_dumdum dari seribu korban lebih, dari luasnya daerah yg hancur gk berbentuk, ada gk setetes aja air mata atau raut kesedihan dari pemerintah pusat? dri situ aja kita bisa langsung nilai hati mereka",2025-12-18 05:15:54,1978495527869440000,0,0,0.0,in,2025-12-18T06:37:26.217616,2025-12-18_063726_manual
2001521781711266031,📰 #PublicUpdate | YARA menilai penyaluran bantuan beras oleh Pemerintah Kabupaten Aceh Utara kepada warga terdampak banjir berjalan lamban dan belum memenuhi kebutuhan dasar masyarakat. #YARA #bantuan #AcehUtara #korban #banjir #longsor #hidrometeorologi https://t.co/Ms23d9gudx,2025-12-18 05:15:53,347048082,0,0,0.0,in,2025-12-18T06:37:26.217616,2025-12-18_063726_manual
2001521761066897410,@Heraloebss Kalau Buzzer Pemerintah apa ya yg dilakukan https://t.co/agFgPEp0cC,2025-12-18 05:15:48,67638879,0,0,0.0,in,2025-12-18T06:37:26.217616,2025-12-18_063726_manual
2001521754871857427,@FujoBestie Mungkin semesta membaca keeneganmu sama pemerintah (?),2025-12-18 05:15:47,1378065184720179201,0,0,0.0,in,2025-12-18T06:37:26.217616,2025-12-18_063726_manual
2001521743903756601,"10rb? 10rb? ini pemerintah sinting kali, ya. lu pada rapat cuma berapa jam snacknya berlimpah ruah mahal mahal ga ada yg 10rb an. pdhl bahasan rapatnya juga gatau apa karena hasilnya ga ada. giliran korban yg darurat dikasih 10rb?",2025-12-18 05:15:44,1403109479843991554,0,0,0.0,in,2025-12-18T06:37:26.217616,2025-12-18_063726_manual
2001521708864614681,"@sydneyzw Mari kita kawal statement pemerintah bahwa sawit di Papua bukan dengan pembukaan hutan, melainkan pembangunan berkelanjutan agar kekayaan alam di Papua dapat dinikmati oleh rakyatnya",2025-12-18 05:15:36,1967774644183937024,0,0,0.0,in,2025-12-18T06:37:26.217616,2025-12-18_063726_manual
2001521704829682101,"MISKIN BANGET ANJING PEMERINTAH ANJING, MBG AJA BER TRILIUN TIAP HARI GILIRAN BUAT YANG KESUSAHAN 10 RIBU? SEKALI LAGI 10 RIBU? ANJING ANJINGG STOP MBG KONTOL ITU ANJINGG",2025-12-18 05:15:35,1355317998605787142,0,0,0.0,in,2025-12-18T06:37:26.217616,2025-12-18_063726_manual
2001521674890727494,"Ini proyek pemerintah, mereka dibayar tidak kurang, bahkan rakyat pun tetap dimintai uang, kerja mereka hanya merampok...",2025-12-18 05:15:28,833678115045924864,0,0,0.0,in,2025-12-18T06:37:26.217616,2025-12-18_063726_manual
2001521672931938447,"Jadi pemerintah itu udah gamau memberi anggaran lagi untuk daerah2 dan memberikan solusi yg ""kemungkinan besar"" akan menjadi bencana ? OMG i don't understand 🤦🏾♂️",2025-12-18 05:15:27,1203216254636417024,0,0,0.0,in,2025-12-18T06:37:26.217616,2025-12-18_063726_manual
2001521652522491978,"Persis pemerintah negara indonesia ! Yang satu ditetapkan sebagai tersangka karena kebakaran memakan korban jiwa, yang satu malah dapat anggaran APBN meski lebih banyak korban jiwa. Negara kalau sdh disusupi kaum kadal menjadi lbh edan !📌",2025-12-18 05:15:23,188402977,0,0,0.0,in,2025-12-18T06:37:26.217616,2025-12-18_063726_manual
2001518031349108972,"Edaaaannn, udh ky konten ""uang 10rb di pemerintah tidak tepat""",2025-12-18 05:00:59,1406837494033772547,0,0,0.0,in,2025-12-18T06:37:26.217616,2025-12-18_063726_manual
2001517990333083930,@KangManto123 noh sampah di tangsel pemerintah urus sesuai uu pengelolaan sampah ga? malah disemprot anti bau terus ditutup terpal,2025-12-18 05:00:49,975174890637574145,0,0,0.0,in,2025-12-18T06:37:26.217616,2025-12-18_063726_manual
2001517978500895132,"Pemerintah Kerajaan Bhutan mengumumkan langkah strategis dalam pengelolaan aset negara dengan menjaminkan cadangan Bitcoin mereka untuk pembangunan nasional. Dalam pengumuman resmi yang dirilis bertepatan dengan Hari Nasional pada Rabu (17/12), Bhutan mengalokasikan 10.000 BTC",2025-12-18 05:00:47,1749374921577574400,0,0,0.0,in,2025-12-18T06:37:26.217616,2025-12-18_063726_manual
2001517940940902434,Momen Prabowo jenguk korban MBG nunjukkin pemerintah nggak nanggung setengah-setengah urusan keselamatan warga #KepedulianPresiden https://t.co/4EDVTNqC1p,2025-12-18 05:00:38,1701899305064550400,0,0,0.0,in,2025-12-18T06:37:26.217616,2025-12-18_063726_manual
